date,qty
05/01/2024,33.59075164794922
05/02/2024,32.440765380859375
05/03/2024,32.749595642089844
05/04/2024,36.566734313964844
05/05/2024,34.44625473022461
05/06/2024,31.871763229370117
05/07/2024,33.124961853027344
